ANKET ﾹ;SLEEP GROUP 5;SLEEP GROUP normal 5-10;SLEEP GROUP normal 6-9;SLEEP GROUP normal 7-8;SLEEP HOURS;DREAMS often;DREAMS yes/no;DREAMS;PHASE  yes/no;PHASE often;PHASE oftenN;PHASE;LD often;LD yes/no;LD;FALSE often;FALSE yes/no;FALSE ;PARALISYS often;PARALISYS yes/no;PARALISYS;OBE often;OBE yes/no;OBE;KNOW;AGE GROUP 10;AGE GROUP 5;AGE;SEX
617;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;no;no;no;yes;once;no;no;no;often;yes;often;no;11-20;16-20;17;w
618;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;once;no;no;no;no;no;no;no;yes;once;no;no;no;yes;11-20;16-20;17;m
619;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;17;w
620;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;once;n/a;n/a;n/a;often;yes;often;yes;21-30;21-25;24;w
621;<5;<5;<6;<7;3;no;yes;sometimes;yes;often;often;often;no;yes;once;no;yes;once;no;no;no;often;yes;often;yes;21-30;21-25;21;w
622;7-8;8;6-9;7-8;8;no;yes;sometimes;n/a;n/a;n/a;n/a;n/a;n/a;n/a;no;no;no;no;no;no;no;no;no;no;n/a;n/a;n/a;w
623;5-6;5;<6;<7;5;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;20;w
624;9-10;9;6-9;>8;9;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;yes;once;no;yes;sometimes;yes;11-20;16-20;17;m
625;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;once;no;yes;sometimes;yes;11-20;16-20;16;w
626;>10;>10;>9;>8;12;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;once;yes;11-20;10-15;15;w
627;<5;<5;<6;<7;3;no;no;no;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;17;w
628;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;once;no;no;no;no;yes;once;no;no;no;no;no;no;yes;n/a;n/a;n/a;m
629;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;yes;41-50;41-45;41;w
630;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;once;no;yes;sometimes;yes;21-30;26-30;26;w
631;<5;<5;<6;<7;2;often;yes;often;yes;often;often;often;no;yes;sometimes;often;yes;often;no;no;no;no;no;no;yes;11-20;16-20;17;m
632;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;26-30;26;w
633;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;yes;41-50;46-50;46;m
634;5-6;6;6-9;<7;6;no;yes;sometimes;yes;n/a;n/a;sometimes;no;yes;sometimes;no;no;no;no;no;no;n/a;n/a;n/a;no;31-40;36-40;37;m
635;<5;<5;<6;<7;4;no;no;no;yes;n/a;n/a;sometimes;n/a;n/a;n/a;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;10-15;15;m
636;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;41-50;41-45;41;w
637;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;18;w
638;5-6;6;6-9;<7;6;often;yes;often;yes;often;often3;often;often;yes;often;often;yes;often;no;no;no;often;yes;often;no;11-20;16-20;19;m
639;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;once;no;yes;once;no;no;no;no;yes;sometimes;no;11-20;10-15;14;m
640;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;31-40;31-35;31;w
641;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;n/a;n/a;sometimes;no;yes;sometimes;no;no;no;n/a;n/a;n/a;no;yes;sometimes;no;31-40;31-35;33;w
642;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;no;no;no;no;no;no;no;no;no;often;yes;often;yes;21-30;21-25;22;w
643;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;21-25;22;w
644;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;once;no;yes;sometimes;yes;21-30;21-25;21;w
645;>10;>10;>9;>8;12;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;10-15;14;w
646;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;16;w
647;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often3;often;often;yes;often;often;yes;often;no;no;no;often;yes;often;yes;21-30;21-25;21;w
648;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;once;no;no;no;often;yes;often;yes;11-20;16-20;20;m
649;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;no;no;no;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;17;m
650;7-8;8;6-9;7-8;8;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;18;m
651;<5;<5;<6;<7;4;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;20;w
652;<5;<5;<6;<7;4;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;20;m
653;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;once;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;18;m
654;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;19;w
655;<5;<5;<6;<7;4;often;yes;often;yes;often;often2;often;no;yes;sometimes;no;yes;sometimes;often;yes;often;often;yes;often;yes;11-20;16-20;19;m
656;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;yes;21-30;21-25;22;w
657;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;once;no;no;no;often;yes;often;yes;21-30;21-25;22;m
658;n/a;n/a;n/a;n/a;n/a;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;20;w
659;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;yes;once;no;yes;sometimes;yes;11-20;16-20;20;w
660;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;17;w
661;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;11-20;16-20;16;w
662;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;no;11-20;16-20;17;w
663;<5;<5;<6;<7;4;no;yes;sometimes;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;10-15;15;w
664;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;no;11-20;16-20;17;w
665;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;18;w
666;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;17;w
667;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;17;w
668;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;no;yes;once;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;10-15;15;w
669;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;31-40;31-35;31;m
670;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;26-30;27;w
671;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;10-15;15;m
672;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;yes;41-50;46-50;46;w
673;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;yes;11-20;10-15;14;w
674;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;once;no;yes;sometimes;no;yes;once;no;yes;sometimes;yes;21-30;21-25;21;m
675;5-6;5;<6;<7;5;often;yes;often;yes;often;often2;often;no;yes;sometimes;often;yes;often;no;no;no;often;yes;often;yes;11-20;16-20;19;w
676;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;no;no;no;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;10-15;11;m
677;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often3;often;often;yes;often;often;yes;often;no;no;no;often;yes;often;yes;21-30;26-30;26;m
678;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;once;yes;21-30;26-30;30;m
679;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;18;w
680;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;16;m
681;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;often;yes;often;no;yes;once;no;no;no;no;yes;once;yes;31-40;36-40;39;m
682;<5;<5;<6;<7;3;no;yes;sometimes;yes;no;no;sometimes;no;yes;once;no;yes;sometimes;no;no;no;no;yes;sometimes;no;11-20;10-15;15;m
683;7-8;7;6-9;7-8;7;no;no;no;yes;often;often;often;no;no;no;no;yes;once;no;yes;sometimes;often;yes;often;yes;11-20;16-20;17;m
684;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;no;no;no;21-30;21-25;23;m
685;5-6;6;6-9;<7;6;no;no;no;yes;no;no;sometimes;no;no;no;no;yes;once;no;no;no;no;yes;once;n/a;11-20;16-20;18;m
686;7-8;7;6-9;7-8;7;n/a;n/a;n/a;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;21-25;21;w
687;5-6;5;<6;<7;5;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;often;yes;often;yes;11-20;16-20;18;m
688;5-6;6;6-9;<7;6;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;31-40;36-40;39;m
689;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;once;no;31-40;31-35;33;m
690;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;no;41-50;46-50;49;m
691;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;20;m
692;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;no;no;no;21-30;26-30;27;m
693;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;often;yes;often;no;no;no;no;yes;once;no;no;no;no;21-30;26-30;26;m
694;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often2;often;often;yes;often;often;yes;often;no;no;no;no;no;no;yes;11-20;10-15;14;m
695;<5;<5;<6;<7;3;often;yes;often;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;10-15;14;m
696;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;no;no;no;21-30;26-30;28;m
697;<5;<5;<6;<7;2;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;often;yes;often;no;no;no;no;no;no;yes;21-30;21-25;21;w
698;5-6;5;<6;<7;5;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;16-20;20;w
699;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;>60;61-70;65;m
700;9-10;10;>9;>8;10;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;11-20;16-20;17;m
701;5-6;6;6-9;<7;6;n/a;n/a;n/a;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;no;no;yes;>60;61-70;70;m
702;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;once;yes;11-20;16-20;18;w
703;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;no;no;often;yes;often;no;no;no;no;no;no;yes;11-20;16-20;19;w
704;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often3;often;often;yes;often;often;yes;often;no;no;no;often;yes;often;yes;11-20;10-15;10;w
705;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often2;often;often;yes;often;often;yes;often;no;yes;sometimes;no;no;no;yes;41-50;41-45;42;w
706;7-8;7;6-9;7-8;7;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;41-50;41-45;45;m
707;7-8;7;6-9;7-8;7;n/a;n/a;n/a;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;no;11-20;10-15;15;w
708;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;no;no;no;yes;once;often;yes;often;no;11-20;10-15;15;m
709;7-8;7;6-9;7-8;7;n/a;n/a;n/a;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;16-20;18;m
710;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;often;yes;often;n/a;n/a;n/a;no;no;no;no;no;no;yes;11-20;16-20;19;m
711;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;16;w
712;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;16;w
713;5-6;5;<6;<7;5;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;>60;61-70;63;w
714;7-8;8;6-9;7-8;8;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;>60;61-70;61;w
715;7-8;7;6-9;7-8;7;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;>60;71-90;78;w
716;5-6;5;<6;<7;5;no;yes;sometimes;yes;often;often;often;no;no;no;often;yes;often;no;no;no;no;no;no;no;>60;71-90;78;w
717;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;41-50;41-45;41;w
718;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;>60;61-70;67;w
719;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;once;no;no;no;yes;>60;61-70;66;w
720;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;no;no;yes;31-40;36-40;37;w
721;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;no;no;yes;21-30;21-25;23;m
722;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;once;no;21-30;21-25;21;w
723;7-8;8;6-9;7-8;8;no;no;no;yes;no;no;once;no;no;no;no;no;no;no;yes;once;no;no;no;no;21-30;21-25;21;m
724;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;31-40;36-40;36;w
725;5-6;6;6-9;<7;6;no;yes;sometimes;n/a;n/a;n/a;n/a;no;no;no;no;no;no;n/a;n/a;n/a;no;no;no;n/a;>60;61-70;68;w
726;7-8;8;6-9;7-8;8;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;31-40;36-40;40;w
727;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;n/a;21-30;21-25;22;w
728;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;16-20;18;w
730;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;no;no;no;often;yes;often;no;no;no;no;no;no;yes;11-20;16-20;17;w
731;<5;<5;<6;<7;3;often;yes;often;yes;often;often;often;no;no;no;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;yes;21-30;26-30;30;m
732;7-8;7;6-9;7-8;7;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;n/a;>60;61-70;62;w
733;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;31-40;31-35;35;m
734;5-6;6;6-9;<7;6;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;21-30;26-30;27;w
735;5-6;6;6-9;<7;6;often;yes;often;yes;n/a;n/a;yes;n/a;yes;yes;no;no;no;no;no;no;no;no;no;no;41-50;41-45;42;m
736;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;once;no;no;no;no;yes;once;no;no;no;no;no;no;no;31-40;31-35;34;w
737;5-6;6;6-9;<7;6;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;11-20;10-15;15;m
738;5-6;6;6-9;<7;6;no;yes;sometimes;yes;n/a;n/a;yes;n/a;yes;yes;no;no;no;no;no;no;no;no;no;yes;11-20;10-15;13;m
739;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;21-30;26-30;28;m
740;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;no;no;yes;21-30;21-25;24;w
741;5-6;5;<6;<7;5;often;yes;often;n/a;n/a;n/a;n/a;no;no;no;n/a;n/a;n/a;no;no;no;no;no;no;no;>60;71-90;72;w
742;<5;<5;<6;<7;4;often;yes;often;yes;often;often;often;no;no;no;often;yes;often;no;no;no;no;no;no;yes;21-30;21-25;25;w
743;9-10;10;>9;>8;10;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;>60;71-90;80;w
744;7-8;8;6-9;7-8;8;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;41-50;46-50;47;m
745;5-6;6;6-9;<7;6;no;yes;sometimes;yes;n/a;n/a;sometimes;no;yes;sometimes;no;no;no;no;no;no;n/a;n/a;n/a;yes;31-40;31-35;34;m
746;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;21-30;21-25;25;m
747;7-8;7;6-9;7-8;7;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;31-40;31-35;35;w
748;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;no;no;no;yes;once;no;yes;once;no;no;no;yes;31-40;31-35;31;w
749;7-8;7;6-9;7-8;7;often;yes;often;yes;n/a;n/a;once;no;no;no;no;no;no;no;yes;once;n/a;n/a;n/a;no;11-20;16-20;18;m
750;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;n/a;51-60;56-60;59;w
751;>10;>10;>9;>8;12;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;51-60;56-60;59;w
752;7-8;7;6-9;7-8;7;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;21-30;26-30;30;w
753;9-10;9;6-9;>8;9;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;31-40;31-35;31;w
754;5-6;5;<6;<7;5;no;yes;sometimes;yes;often;often;often;often;yes;often;no;yes;sometimes;n/a;n/a;n/a;no;no;no;no;31-40;36-40;36;m
755;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;once;no;yes;once;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;18;m
756;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;10-15;15;m
757;>10;>10;>9;>8;12;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;yes;sometimes;n/a;yes;yes;no;11-20;16-20;19;w
758;7-8;8;6-9;7-8;8;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;11-20;16-20;18;w
759;7-8;8;6-9;7-8;8;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;11-20;16-20;18;w
760;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;once;no;yes;once;no;no;no;no;no;no;no;no;no;no;11-20;16-20;18;m
761;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;once;no;yes;once;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;18;m
762;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;31-40;36-40;36;m
763;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;once;no;yes;once;no;21-30;21-25;20;m
764;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;no;no;no;yes;21-30;21-25;23;w
765;9-10;10;>9;>8;10;often;yes;often;yes;n/a;n/a;sometimes;no;no;no;n/a;yes;yes;no;yes;sometimes;no;no;no;yes;21-30;21-25;22;w
766;5-6;6;6-9;<7;6;often;yes;often;yes;n/a;n/a;yes;no;no;no;no;no;no;no;no;no;n/a;yes;yes;yes;31-40;36-40;39;m
767;5-6;6;6-9;<7;6;often;yes;often;yes;n/a;n/a;sometimes;no;yes;once;n/a;yes;yes;no;yes;once;n/a;yes;yes;yes;21-30;21-25;21;m
768;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;11-20;10-15;14;w
769;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;11-20;16-20;17;m
770;7-8;8;6-9;7-8;8;often;yes;often;n/a;n/a;n/a;n/a;no;no;no;no;no;no;no;no;no;n/a;n/a;n/a;yes;21-30;26-30;27;w
771;5-6;6;6-9;<7;6;often;yes;often;yes;n/a;n/a;sometimes;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;n/a;n/a;n/a;yes;21-30;21-25;22;w
772;7-8;8;6-9;7-8;8;often;yes;often;yes;n/a;n/a;sometimes;no;yes;sometimes;n/a;yes;yes;no;no;no;no;no;no;yes;21-30;21-25;21;w
773;7-8;7;6-9;7-8;7;often;yes;often;yes;n/a;n/a;yes;no;no;no;n/a;yes;yes;no;no;no;no;no;no;yes;21-30;21-25;23;w
774;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often2;often;often;yes;often;often;yes;often;no;no;no;no;no;no;no;21-30;21-25;23;m
775;5-6;5;<6;<7;5;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;31-40;36-40;40;m
776;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;21-30;26-30;28;w
777;9-10;9;6-9;>8;9;often;yes;often;yes;often;often2;often;often;yes;often;often;yes;often;no;no;no;no;no;no;yes;21-30;21-25;21;m
778;5-6;5;<6;<7;5;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;yes;once;no;11-20;16-20;19;m
779;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;often;yes;often;no;no;no;no;no;no;yes;11-20;16-20;19;w
782;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often3;often;often;yes;often;often;yes;often;no;yes;sometimes;often;yes;often;yes;11-20;16-20;19;w
783;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often3;often;often;yes;often;often;yes;often;often;yes;often;no;no;no;yes;11-20;16-20;20;m
784;9-10;9;6-9;>8;9;n/a;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;31-40;36-40;40;w
785;5-6;5;<6;<7;5;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;31-40;31-35;35;m
786;7-8;8;6-9;7-8;8;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;21-30;26-30;27;m
787;5-6;6;6-9;<7;6;no;yes;sometimes;yes;n/a;n/a;sometimes;n/a;yes;yes;no;no;no;no;no;no;n/a;yes;yes;yes;21-30;26-30;28;m
788;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;n/a;yes;yes;yes;21-30;21-25;23;w
789;>10;>10;>9;>8;13;n/a;yes;yes;yes;n/a;n/a;sometimes;n/a;yes;yes;n/a;yes;yes;n/a;yes;yes;n/a;yes;yes;no;11-20;16-20;17;w
790;7-8;7;6-9;7-8;7;n/a;n/a;n/a;yes;n/a;n/a;sometimes;no;yes;sometimes;n/a;yes;yes;no;no;no;no;no;no;no;11-20;16-20;16;w
